LOCALES,,,,,,,,,,,,,,DEPARTAMENTOS,,,,,,,,,,
DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_,,,Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
DEL LIBERTADOR 200,82,200000,16400000,2439,200000,0,,82,CUARTO,RETIRO,1,,,Estados Unidos al 900 0,41,75000,4800000,2143,137143,2,64,SEGUNDO,CONSTITUCION,1
"ALVEAR, MARCELO T. De 626",49,700000,57400000,14286,1171429,60,,82,CUARTO,RETIRO,1,,,9 de Julio Estudios 2 - UNIDAD H 0,35,77249,4943936,2207,141255,1,64,SEGUNDO,CONSTITUCION,1
SANTA FE 700,201,1000000,82000000,4975,407960,0,,82,CUARTO,RETIRO,1,,,Bernardo de Irigoyen al 1400 0,35,91137,5832768,2604,166651,1,64,SEGUNDO,CONSTITUCION,1
"PELLEGRINI, CARLOS 1200",52,250000,20500000,4808,394231,0,,82,CUARTO,RETIRO,1,,,9 de Julio Estudios 2 0,35,84213,5389632,2406,153989,2,64,SEGUNDO,CONSTITUCION,1
ALVEAR 1444,350,1750000,143500000,5000,410000,20,,82,CUARTO,RETIRO,1,,,Bernardo de Irigoyen al 1400 6 H 0,35,75362,4823168,2153,137805,2,64,SEGUNDO,CONSTITUCION,1
SAN MARTIN 1000,81,290000,23780000,3580,293580,0,,82,CUARTO,RETIRO,1,,,Bernardo de Irigoyen al 1400 0,35,127541,8162624,3644,233218,2,64,SEGUNDO,CONSTITUCION,1
"ALVEAR, MARCELO T. De 430",95,250000,20500000,2632,215789,60,,82,CUARTO,RETIRO,1,,,Bernardo de Irigoyen 1400,35,75300,4819200,2151,137691,1,64,SEGUNDO,CONSTITUCION,1
MAIPU 900,310,570000,46740000,1839,150774,0,,82,CUARTO,RETIRO,1,,,9 de Julio Estudios 2 - UNIDAD H 0,35,78904,5049856,2254,144282,1,64,SEGUNDO,CONSTITUCION,1
SUIPACHA 1300,84,29000,2378000,345,28310,20,,82,CUARTO,RETIRO,1,,,Bernardo de Irigoyen 1100 0,40,98810,6323840,2823,180681,1,64,SEGUNDO,CONSTITUCION,1
ESMERALDA 1050,280,280000,22960000,1000,82000,0,,82,CUARTO,RETIRO,1,,,Bernardo de Irigoyen al 1400 0,35,85557,5475648,2444,156447,1,64,SEGUNDO,CONSTITUCION,1
PARAGUAY 700,187,760000,62320000,4064,333262,0,,82,CUARTO,RETIRO,1,,,Virrey Cevallos 1000,36,72000,4608000,2000,128000,1,64,SEGUNDO,CONSTITUCION,1
FLORIDA 900,26,29500,2419000,1135,93038,0,,82,CUARTO,RETIRO,1,,,"Salta al 900, Piso 3 0",41,87000,5568000,2417,154667,2,64,SEGUNDO,CONSTITUCION,1
"ALVEAR, MARCELO T. De 500",450,2000000,164000000,4444,364444,10,,82,CUARTO,RETIRO,1,,,Estados Unidos 1200,41,77000,4928000,2139,136889,1,64,SEGUNDO,CONSTITUCION,1
PARAGUAY 555,165,550000,45100000,3333,273333,16,,82,CUARTO,RETIRO,1,,,Garay al 1200 0,36,49000,3136000,1361,87111,2,64,SEGUNDO,CONSTITUCION,1
DEL LIBERTADOR 200,82,200000,16400000,2439,200000,0,,82,CUARTO,RETIRO,1,,,Luis Saénz Peña 1772,36,49000,3136000,1361,87111,2,64,SEGUNDO,CONSTITUCION,1
CERRITO 1000,70,420000,34440000,6000,492000,0,,82,CUARTO,RETIRO,1,,,15 de Noviembre de 1889 1400,36,48000,3072000,1333,85333,2,64,SEGUNDO,CONSTITUCION,1
ARENALES 900,66,240000,19680000,3636,298182,41,,82,CUARTO,RETIRO,1,,,Piedras 1300,37,73000,4672000,2028,129778,2,64,SEGUNDO,CONSTITUCION,1
PARAGUAY 56,600,250000,20500000,417,34167,0,,82,CUARTO,RETIRO,1,,,Piedras 1333,38,70000,4480000,1944,124444,2,64,SEGUNDO,CONSTITUCION,1
FLORIDA 837,18,260000,21320000,14444,1184444,42,,82,CUARTO,RETIRO,1,,,Estados Unidos 1701,44,78000,4992000,2166,138628,2,64,SEGUNDO,CONSTITUCION,1
SUIPACHA 1300,84,290000,23780000,3452,283095,20,,82,CUARTO,RETIRO,1,,,Santiago Del Estero 1348,74,52000,3328000,1405,89946,2,64,SEGUNDO,CONSTITUCION,1
PARAGUAY 500,291,960000,78720000,3299,270515,0,,82,CUARTO,RETIRO,1,,,Santiago Del Estero 1300,40,65000,4160000,1757,112432,2,64,SEGUNDO,CONSTITUCION,1
FLORIDA 835,33,70000,5740000,2121,173939,37,,82,CUARTO,RETIRO,1,,,Pedro Echague 1700,58,70900,4537600,1916,122638,2,64,SEGUNDO,CONSTITUCION,1
ALVEAR 144,350,1750000,143500000,5000,410000,20,,82,CUARTO,RETIRO,1,,,15 de Noviembre 1600 0,37,65000,4160000,1757,112432,2,64,SEGUNDO,CONSTITUCION,1
FLORIDA 1000,114,490000,40180000,4298,352456,0,,82,CUARTO,RETIRO,1,,,Piedras 1300,42,95000,6080000,2568,164324,2,64,SEGUNDO,CONSTITUCION,1
SUIPACHA 1800,135,230000,18860000,1704,139704,0,,82,CUARTO,RETIRO,1,,,BERNARDO DE IRIGOYEN 1100,38,94944,6076416,2514,160879,2,64,SEGUNDO,CONSTITUCION,1
FLORIDA 900,100,85000,6970000,850,69700,50,,82,CUARTO,RETIRO,1,,,BERNARDO DE IRIGOYEN 1100,38,101568,6500352,2689,172104,2,64,SEGUNDO,CONSTITUCION,1
ARENALES 900,45,140000,11480000,3111,255111,0,,82,CUARTO,RETIRO,1,,,Tacuari al 1100 0,38,95000,6080000,2500,160000,2,64,SEGUNDO,CONSTITUCION,1
ARENALES 900,45,140000,11480000,3111,255111,0,,82,CUARTO,RETIRO,1,,,Carlos Calvo 1500 0,38,79900,5113600,2103,134568,1,64,SEGUNDO,CONSTITUCION,1
ASUNCION 2600,190,235000,19270000,1237,101421,50,,82,CUARTO,AGRONOMIA,15,,,Brasil 1500 0,40,72000,4608000,1895,121263,2,64,SEGUNDO,CONSTITUCION,1
"ARTIGAS, JOSE GERVASIO DE, 3800",313,360000,29520000,1150,94313,30,,82,CUARTO,AGRONOMIA,15,,,Carlos Calvo 1183,42,84000,5376000,2210,141474,1,64,SEGUNDO,CONSTITUCION,1
ASUNCION 2600,198,235000,19270000,1187,97323,0,,82,CUARTO,AGRONOMIA,15,,,Carlos Calvo 1183,42,86539,5538496,2277,145750,1,64,SEGUNDO,CONSTITUCION,1
ASUNCION 2600,195,230000,18860000,1180,96718,50,,82,CUARTO,AGRONOMIA,15,,,Santiago Del Estero 1300,42,67000,4288000,1763,112842,2,64,SEGUNDO,CONSTITUCION,1
SAN MARTIN 5300,62,95000,7790000,1532,125645,40,,82,CUARTO,AGRONOMIA,15,,,Carlos Calvo 1183,42,91849,5878336,2417,154693,1,64,SEGUNDO,CONSTITUCION,1
"BEIRO, FRANCISCO 465",83,190000,15580000,2289,187711,0,,82,CUARTO,AGRONOMIA,15,,,Av. SAN JUAN 1700,44,79500,5088000,2092,133895,2,64,SEGUNDO,CONSTITUCION,1
"MORAN, PEDRO 2493",33,98500,8077000,2985,244758,40,,82,CUARTO,AGRONOMIA,15,,,Avenida San Juan y San Jose 0,41,79000,5056000,2079,133053,1,64,SEGUNDO,CONSTITUCION,1
SAN MARTIN 6100,65,175000,14350000,2692,220769,40,,82,CUARTO,AGRONOMIA,15,,,Carlos Calvo 1183,42,89155,5705920,2346,150156,1,64,SEGUNDO,CONSTITUCION,1
AVELLANEDA 300,165,320000,26240000,1939,159030,40,,82,CUARTO,CABALLITO,6,,,COCHABAMBA al 800 0,38,75000,4800000,1974,126316,2,64,SEGUNDO,CONSTITUCION,1
SAN JOSE DE CALASANZ 800,40,89000,7298000,2225,182450,0,,82,CUARTO,CABALLITO,6,,,pavon 1100,38,48000,3072000,1263,80842,2,64,SEGUNDO,CONSTITUCION,1
"JUSTO, JUAN B. 4100",70,250000,20500000,3571,292857,50,,82,CUARTO,CABALLITO,6,,,Estados Unidos 1600,38,65000,4160000,1710,109474,1,64,SEGUNDO,CONSTITUCION,1
DOBLAS 100,240,435000,35670000,1812,148625,0,,82,CUARTO,CABALLITO,6,,,Brasil 1500 0,38,80000,5120000,2105,134737,2,64,SEGUNDO,CONSTITUCION,1
"GOYENA, PEDRO 1000",600,1800000,147600000,3000,246000,0,,82,CUARTO,CABALLITO,6,,,Av San Juan al 1400 0,41,97000,6208000,2553,163368,2,64,SEGUNDO,CONSTITUCION,1
BARCO CENTENERA DEL 400,180,550000,45100000,3056,250556,20,,82,CUARTO,CABALLITO,6,,,Piedras Al 1300 100,44,77000,4928000,2026,129684,1,64,SEGUNDO,CONSTITUCION,1
RIVADAVIA 5000,64,180000,14760000,2812,230625,0,,82,CUARTO,CABALLITO,6,,,Av. San Juan 800 0,45,139000,8896000,3658,234105,2,64,SEGUNDO,CONSTITUCION,1
DIRECTORIO 741,162,450000,36900000,2778,227778,0,,82,CUARTO,CABALLITO,6,,,Virrey P De Cevallos 1063,42,80000,5120000,2090,133786,2,64,SEGUNDO,CONSTITUCION,1
"PUEYRREDON, HONORIO, DR. 792",250,390000,31980000,1560,127920,0,,82,CUARTO,CABALLITO,6,,,San Jose 900,38,79900,5113600,2075,132821,2,64,SEGUNDO,CONSTITUCION,1
YERBAL 800,72,195000,15990000,2708,222083,0,,82,CUARTO,CABALLITO,6,,,C Calvo 1626,43,76000,4864000,1950,124814,2,64,SEGUNDO,CONSTITUCION,1
CORDOBA 6200,250,990000,81180000,3960,324720,0,,82,CUARTO,CHACARITA,15,,,lima 1000 0,39,87000,5568000,2231,142769,2,64,SEGUNDO,CONSTITUCION,1
CORRIENTES 6400,74,199000,16318000,2689,220514,10,,82,CUARTO,CHACARITA,15,,,Av. San Juan 1225,78,49000,3136000,1256,80410,3,64,SEGUNDO,CONSTITUCION,1
LEIVA 4000,464,400000,32800000,862,70690,50,,82,CUARTO,CHACARITA,15,,,Avenida Juan de Garay 1300,84,69000,4416000,1769,113231,2,64,SEGUNDO,CONSTITUCION,1
CORDOBA 6200,184,700000,57400000,3804,311957,0,,82,CUARTO,CHACARITA,15,,,Bernardo de Irigoyen 1100 0,39,90175,5771200,2312,147979,1,64,SEGUNDO,CONSTITUCION,1
CORDOBA 6200,184,700000,57400000,3804,311957,0,,82,CUARTO,CHACARITA,15,,,Bernardo de Irigoyen 1100 0,39,86976,5566464,2230,142730,1,64,SEGUNDO,CONSTITUCION,1
CASTILLO 1500,23,55000,4510000,2391,196087,7,,82,CUARTO,CHACARITA,15,,,Av J De Garay 1272,40,65000,4160000,1642,105077,2,64,SEGUNDO,CONSTITUCION,1
LEIVA 4000,528,370000,30340000,701,57462,45,,82,CUARTO,CHACARITA,15,,,Chile al 1200 0,31,77000,4928000,2484,158968,1,64,SEGUNDO,MONTSERRAT,1
"LACROZE, FEDERICO 3600",90,200000,16400000,2222,182222,0,,82,CUARTO,CHACARITA,15,,,Mexico 900,36,80000,5120000,2581,165161,1,64,SEGUNDO,MONTSERRAT,1
LA PLATA 1400,1750,1500000,123000000,857,70286,20,,82,CUARTO,PARQUE CHACABUCO,7,,,Chile al 1200 0,31,83000,5312000,2677,171355,1,64,SEGUNDO,MONTSERRAT,1
"PERON, EVA 1957",52,260000,21320000,5000,410000,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Diagonal Pte. Julio A. Roca  al 700 0,32,95000,6080000,2969,190000,1,64,SEGUNDO,MONTSERRAT,1
ZUVIRIA 1100,114,310000,25420000,2719,222982,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Cevallos Virrey 400,32,82027,5249728,2563,164054,1,64,SEGUNDO,MONTSERRAT,1
CURAPALIGUE 1200,56,95000,7790000,1696,139107,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Av. Belgrano al 800 0,32,93000,5952000,2906,186000,2,64,SEGUNDO,MONTSERRAT,1
CURAPALIGUE 1200,56,120000,9840000,2143,175714,0,,82,CUARTO,PARQUE CHACABUCO,7,,,AVENIDA BELGRANO  al 1300 0,32,72000,4608000,2250,144000,1,64,SEGUNDO,MONTSERRAT,1
BALBASTRO 1600,430,295000,24190000,686,56256,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Tacuari al 400 0,33,79000,5056000,2469,158000,1,64,SEGUNDO,MONTSERRAT,1
SALAS 848,250,300000,24600000,1200,98400,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Cevallos Virrey 400,32,77636,4968704,2426,155272,1,64,SEGUNDO,MONTSERRAT,1
ZELARRAYAN 1670,203,537744,44095008,2649,217217,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Av. Belgrano 1600 0,34,85000,5440000,2656,170000,1,64,SEGUNDO,MONTSERRAT,1
BEAUCHEF 1998,287,225000,18450000,784,64286,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Alsina 500 0,32,96000,6144000,3000,192000,2,64,SEGUNDO,MONTSERRAT,1
ASAMBLEA 1500,20,65000,5330000,3250,266500,0,,82,CUARTO,PARQUE CHACABUCO,7,,,Cevallos Virrey 400,32,82176,5259264,2568,164352,1,64,SEGUNDO,MONTSERRAT,1
LLERENA 3000,163,169000,13858000,1037,85018,0,,82,CUARTO,PARQUE CHAS,15,,,Cevallos Virrey 400,32,98187,6283968,3068,196374,1,64,SEGUNDO,MONTSERRAT,1
DE LOS INCAS 5400,95,120000,9840000,1263,103579,0,,82,CUARTO,PARQUE CHAS,15,,,Tacuari al 400 0,33,100000,6400000,3125,200000,1,64,SEGUNDO,MONTSERRAT,1
BUCARELLI 1400,42,79000,6478000,1881,154238,0,,82,CUARTO,PARQUE CHAS,15,,,Cevallos Virrey 400,32,80430,5147520,2513,160860,1,64,SEGUNDO,MONTSERRAT,1
ALTOLAGUIRRE 1400,60,80000,6560000,1333,109333,0,,82,CUARTO,PARQUE CHAS,15,,,Av. De Mayo 1300 0,32,68500,4384000,2141,137000,2,64,SEGUNDO,MONTSERRAT,1
"GARCIA, JUAN AGUSTIN 1000",165,210000,17220000,1273,104364,40,,82,CUARTO,PATERNAL,15,,,Tacuari al 400 0,33,95000,6080000,2969,190000,1,64,SEGUNDO,MONTSERRAT,1
CHORROARIN 700,55,112000,9184000,2036,166982,0,,82,CUARTO,PATERNAL,15,,,Tacuari al 400 0,33,108000,6912000,3375,216000,1,64,SEGUNDO,MONTSERRAT,1
SAN MARTIN 2655,94,360000,29520000,3830,314043,0,,82,CUARTO,PATERNAL,15,,,Cevallos Virrey 400,32,83623,5351872,2613,167246,1,64,SEGUNDO,MONTSERRAT,1
WARNES 1600,120,340000,27880000,2833,232333,0,,82,CUARTO,PATERNAL,15,,,Av Belgrano 1175,32,70000,4480000,2188,140000,2,64,SEGUNDO,MONTSERRAT,1
"SEGUI, JUAN FRANCISCO 2127",1971,1700000,139400000,862,70726,0,,82,CUARTO,PATERNAL,15,,,Tacuari al 400 0,33,80000,5120000,2500,160000,1,64,SEGUNDO,MONTSERRAT,1
"SEGUI, JUAN FRANCISCO 2100",22,40000,3280000,1818,149091,0,,82,CUARTO,PATERNAL,15,,,Tacuari al 400 0,33,103000,6592000,3219,206000,1,64,SEGUNDO,MONTSERRAT,1
"TRELLES, MANUEL R. 2600",200,290000,23780000,1450,118900,0,,82,CUARTO,PATERNAL,15,,,Tacuari al 400 0,33,97000,6208000,3031,194000,1,64,SEGUNDO,MONTSERRAT,1
"GARCIA, JUAN AGUSTIN 1000",165,210000,17220000,1273,104364,0,,82,CUARTO,PATERNAL,15,,,Adolfo Alsina 500,32,73900,4729600,2309,147800,1,64,SEGUNDO,MONTSERRAT,1
PAYSANDU 2200,45,108999,8937918,2422,198620,0,,82,CUARTO,PATERNAL,15,,,Chile al 1200 0,32,110000,7040000,3438,220000,1,64,SEGUNDO,MONTSERRAT,1
BAUNESS 900,1315,1100000,90200000,836,68593,50,,82,CUARTO,PATERNAL,15,,,Bernardo de Irigoyen al 500 0,32,62000,3968000,1938,124000,2,64,SEGUNDO,MONTSERRAT,1
AMENABAR 3821,30,130000,10660000,4333,355333,0,,82,CUARTO,SAAVEDRA,12,,,Venezuela 100,32,82000,5248000,2554,163438,2,64,SEGUNDO,MONTSERRAT,1
HOLMBERG 4091,160,348000,28536000,2175,178350,0,,82,CUARTO,SAAVEDRA,12,,,Av. Belgrano 1300,32,83000,5312000,2558,163698,1,64,SEGUNDO,MONTSERRAT,1
SAN ISIDRO LABRADOR 4500,168,432000,35424000,2571,210857,0,,82,CUARTO,SAAVEDRA,12,,,Cevallos Virrey 400,33,87605,5606720,2655,169901,1,64,SEGUNDO,MONTSERRAT,1
"ACHA, MARIANO, Gral. 3800",83,130000,10660000,1566,128434,0,,82,CUARTO,SAAVEDRA,12,,,Bernardo de Irigoyen 630,40,136000,8704000,4121,263758,1,64,SEGUNDO,MONTSERRAT,1
SAN ISIDRO LABRADOR 4500,168,432000,35424000,2571,210857,40,,82,CUARTO,SAAVEDRA,12,,,Bernardo De Yrigoyen Al 600piso 13 100,40,115000,7360000,3485,223030,1,64,SEGUNDO,MONTSERRAT,1
PLAZA 3977,90,150000,12300000,1667,136667,50,,82,CUARTO,SAAVEDRA,12,,,Cevallos Virrey 400,33,102192,6540288,3097,198191,1,64,SEGUNDO,MONTSERRAT,1
PAROISSIEN 4100,100,75000,6150000,750,61500,0,,82,CUARTO,SAAVEDRA,12,,,Piedras 400,33,78000,4992000,2364,151273,2,64,SEGUNDO,MONTSERRAT,1
MELIAN 3900,82,380000,31160000,4634,380000,0,,82,CUARTO,SAAVEDRA,12,,,Venezuela 1200 0,33,75000,4800000,2273,145455,1,64,SEGUNDO,MONTSERRAT,1
TRONADOR 3800,130,265000,21730000,2038,167154,70,,82,CUARTO,SAAVEDRA,12,,,Belgrano 1345 0,33,80000,5120000,2424,155152,1,64,SEGUNDO,MONTSERRAT,1
DORREGO 300,150,160000,13120000,1067,87467,65,,82,CUARTO,VILLA CRESPO,15,,,Mexico al 1200 0,36,81000,5184000,2454,157091,1,64,SEGUNDO,MONTSERRAT,1
CORDOBA 5160,1678,2700000,221400000,1609,131943,0,,82,CUARTO,VILLA CRESPO,15,,,Chile 1200,36,80000,5120000,2424,155152,1,64,SEGUNDO,MONTSERRAT,1
CORDOBA 5300,563,1300000,106600000,2309,189343,0,,82,CUARTO,VILLA CRESPO,15,,,Mexico al 1200 0,36,80000,5120000,2424,155152,1,64,SEGUNDO,MONTSERRAT,1
"ALVAREZ, JULIAN 1000",35,145000,11890000,4143,339714,0,,82,CUARTO,VILLA CRESPO,15,,,Bernardo de Yrigoyen al 600 0,40,115000,7360000,3485,223030,1,64,SEGUNDO,MONTSERRAT,1
CORDOBA 5022,198,1050000,86100000,5303,434848,0,,82,CUARTO,VILLA CRESPO,15,,,Chile 1594,33,75000,4800000,2273,145455,1,64,SEGUNDO,MONTSERRAT,1
"SCALABRINI ORTIZ, RAUL 500",130,150000,12300000,1154,94615,30,,82,CUARTO,VILLA CRESPO,15,,,Virrey Cevallos 300,36,81208,5197312,2461,157494,1,64,SEGUNDO,MONTSERRAT,1
"VIRASORO, VALENTIN 1900",360,1100000,90200000,3056,250556,5,,82,CUARTO,VILLA CRESPO,15,,,SAENZ PEÑA LUIS PRES. 600,33,90000,5760000,2727,174545,2,64,SEGUNDO,MONTSERRAT,1
"DRAGO, LUIS MARIA 255",42,140000,11480000,3333,273333,0,,82,CUARTO,VILLA CRESPO,15,,,AV. INDEPENDENCIA 1300,34,90500,5792000,2742,175515,1,64,SEGUNDO,MONTSERRAT,1
CORRIENTES 4900,474,590000,48380000,1245,102068,40,,82,CUARTO,VILLA CRESPO,15,,,AV. INDEPENDENCIA 1300,34,89000,5696000,2697,172606,1,64,SEGUNDO,MONTSERRAT,1
ARAOZ 279,279,175000,14350000,627,51434,40,,82,CUARTO,VILLA CRESPO,15,,,Chile al 1200 0,33,81000,5184000,2454,157091,1,64,SEGUNDO,MONTSERRAT,1
"ALVAREZ, JULIAN 500",98,199000,16318000,2031,166510,40,,82,CUARTO,VILLA CRESPO,15,,,Chile al 1200 0,33,83000,5312000,2515,160970,1,64,SEGUNDO,MONTSERRAT,1
"SCALABRINI ORTIZ, RAUL 400",605,499000,40918000,825,67633,30,,82,CUARTO,VILLA CRESPO,15,,,Mexico al 1400 0,34,85800,5491200,2524,161506,1,64,SEGUNDO,MONTSERRAT,1
AGUIRRE 600,150,790000,64780000,5267,431867,10,,82,CUARTO,VILLA CRESPO,15,,,Avda Belgrano al 1300 0,36,78500,5024000,2309,147765,2,64,SEGUNDO,MONTSERRAT,1
WARNES 500,110,190000,15580000,1727,141636,8,,82,CUARTO,VILLA CRESPO,15,,,Salta 683 0,37,89500,5728000,2632,168471,1,64,SEGUNDO,MONTSERRAT,1
SAN MARTIN 4500,97,136000,11152000,1402,114969,50,,82,CUARTO,VILLA DEL PARQUE,11,,,LUIS SAENZ PEÑA 300,34,90000,5760000,2647,169412,2,64,SEGUNDO,MONTSERRAT,1
TERRADA 3180,22,50000,4100000,2273,186364,0,,82,CUARTO,VILLA DEL PARQUE,11,,,ALSINA 1500 0,35,66000,4224000,1941,124235,1,64,SEGUNDO,MONTSERRAT,1
BAIGORRIA 2400,16,42000,3444000,2625,215250,5,,82,CUARTO,VILLA DEL PARQUE,11,,,AV BELGRANO 1300,36,90000,5760000,2647,169412,1,64,SEGUNDO,MONTSERRAT,1
CUENCA 2700,48,198000,16236000,4125,338250,45,,82,CUARTO,VILLA DEL PARQUE,11,,,Cevallos Virrey 400,34,104798,6707072,3082,197267,1,64,SEGUNDO,MONTSERRAT,1
ARREGUI 3699,120,165000,13530000,1375,112750,42,,82,CUARTO,VILLA DEL PARQUE,11,,,Virrey Cevallos 435,68,33000,2112000,971,62118,1,64,SEGUNDO,MONTSERRAT,1
NOGOYA 2700,40,120000,9840000,3000,246000,0,,82,CUARTO,VILLA DEL PARQUE,11,,,Southpoint México 880 - San Telmo 0,34,92000,5888000,2706,173176,1,64,SEGUNDO,MONTSERRAT,1
"CALDERON DE LA BARCA, PEDRO 3075",28,49900,4091800,1782,146136,0,,82,CUARTO,VILLA DEVOTO SUR,11,,,Mexico 880,34,90000,5760000,2647,169412,1,64,SEGUNDO,MONTSERRAT,1
QUEVEDO 3700,50,95000,7790000,1900,155800,58,,82,CUARTO,VILLA DEVOTO SUR,11,,,Venezuela 700,37,80000,5120000,2353,150588,2,64,SEGUNDO,MONTSERRAT,1
CHORROARIN 1200,131,150000,12300000,1145,93893,0,,82,CUARTO,VILLA ORTUZAR,15,,,Chile al 1200 0,34,79000,5056000,2324,148706,1,64,SEGUNDO,MONTSERRAT,1
"ALVAREZ, THOMAS 1700",150,550000,45100000,3667,300667,0,,82,CUARTO,VILLA ORTUZAR,15,,,Chile al 1200 0,34,71000,4544000,2088,133647,1,64,SEGUNDO,MONTSERRAT,1
DONADO 1700,70,199000,16318000,2843,233114,0,,82,CUARTO,VILLA ORTUZAR,15,,,Chile al 1200 0,34,87000,5568000,2559,163765,1,64,SEGUNDO,MONTSERRAT,1
DE LOS INCAS 3900,110,590000,48380000,5364,439818,0,,82,CUARTO,VILLA ORTUZAR,15,,,Southpoint México 880 -   San Telmo 0,34,90000,5760000,2647,169412,1,64,SEGUNDO,MONTSERRAT,1
TRIUNVIRATO 4021,82,300000,24600000,3658,300000,0,,82,CUARTO,VILLA ORTUZAR,15,,,Chile al 1200 0,34,84000,5376000,2471,158118,1,64,SEGUNDO,MONTSERRAT,1
CAMPANA 4400,35,89000,7298000,2543,208514,0,,82,CUARTO,VILLA PUEYRREDON,12,,,Mexico 880,34,92000,5888000,2706,173176,1,64,SEGUNDO,MONTSERRAT,1
"MISTRAL, GABRIELA 2800",85,165000,13530000,1941,159176,9,,82,CUARTO,VILLA PUEYRREDON,12,,,Chile al 1200 0,34,65000,4160000,1912,122353,1,64,SEGUNDO,MONTSERRAT,1
ALBARELLOS 3100,56,55000,4510000,982,80536,30,,82,CUARTO,VILLA PUEYRREDON,12,,,Venezuela 400,34,60000,3840000,1765,112941,2,64,SEGUNDO,MONTSERRAT,1
"MOSCONI, GRAL. 2500",39,195000,15990000,5000,410000,0,,82,CUARTO,VILLA PUEYRREDON,12,,,Av. Independencia y Bolivar 800,34,133155,8521920,3890,248961,2,64,SEGUNDO,MONTSERRAT,1
"MOSCONI, GRAL. 3200",16,35000,2870000,2188,179375,55,,82,CUARTO,VILLA PUEYRREDON,12,,,AV INDEPENDENCIA 1200,42,90000,5760000,2621,167734,1,64,SEGUNDO,MONTSERRAT,1
"MOSCONI, GRAL. 3200",12,30000,2460000,2500,205000,55,,82,CUARTO,VILLA PUEYRREDON,12,,,independencia 1200,35,82000,5248000,2358,150935,2,64,SEGUNDO,MONTSERRAT,1
"CUBAS, JOSE 2600",355,398000,32636000,1121,91932,0,,82,CUARTO,VILLA PUEYRREDON,12,,,LIMA 131,35,95000,6080000,2714,173714,2,64,SEGUNDO,MONTSERRAT,1
"RIVERA, PEDRO I., Dr. 4076",59,85000,6970000,1441,118136,35,,82,CUARTO,VILLA URQUIZA,12,,,CHILE 900,70,98500,6304000,2814,180114,1,64,SEGUNDO,MONTSERRAT,1
LA PAMPA 4704,73,195000,15990000,2671,219041,25,,82,CUARTO,VILLA URQUIZA,12,,,Piedras 456,73,88000,5632000,2514,160914,2,64,SEGUNDO,MONTSERRAT,1
LA PAMPA 4700,73,240000,19680000,3288,269589,0,,82,CUARTO,VILLA URQUIZA,12,,,Pte H Yrigoyen 1300,35,85000,5440000,2429,155429,2,64,SEGUNDO,MONTSERRAT,1
MONROE 4275,600,2150000,176300000,3583,293833,5,,82,CUARTO,VILLA URQUIZA,12,,,VENEZUELA 1200,35,80000,5120000,2286,146286,1,64,SEGUNDO,MONTSERRAT,1
ECHEVERRIA 4200,207,880000,72160000,4251,348599,0,,82,CUARTO,VILLA URQUIZA,12,,,Bernardo de Irigoyen al 600 0,35,95000,6080000,2714,173714,1,64,SEGUNDO,MONTSERRAT,1
MONROE 4870,237,540000,44280000,2278,186835,0,,82,CUARTO,VILLA URQUIZA,12,,,VENEZUELA 900,35,85000,5440000,2429,155429,1,64,SEGUNDO,MONTSERRAT,1
BLANCO ENCALADA 4400,41,144900,11881800,3534,289800,0,,82,CUARTO,VILLA URQUIZA,12,,,Piedras 400,35,87000,5568000,2486,159086,2,64,SEGUNDO,MONTSERRAT,1
BLANCO ENCALADA 4100,243,450000,36900000,1852,151852,0,,82,CUARTO,VILLA URQUIZA,12,,,Venezuela al 900 0,37,95000,6080000,2714,173714,1,64,SEGUNDO,MONTSERRAT,1
QUESADA 4980,30,80000,6560000,2667,218667,8,,82,CUARTO,VILLA URQUIZA,12,,,VENEZUELA 900,35,112000,7168000,3200,204800,1,64,SEGUNDO,MONTSERRAT,1
"RIVERA, PEDRO I., Dr. 5000",200,199000,16318000,995,81590,30,,82,CUARTO,VILLA URQUIZA,12,,,VENEZUELA 900,35,93000,5952000,2657,170057,1,64,SEGUNDO,MONTSERRAT,1
"ACHA, MARIANO, Gral. 2700",95,230000,18860000,2421,198526,0,,82,CUARTO,VILLA URQUIZA,12,,,Mexico al 1500 0,35,80000,5120000,2286,146286,2,64,SEGUNDO,MONTSERRAT,1
MERCEDES 4400,30,75000,6150000,2500,205000,35,,82,CUARTO,VILLA DEVOTO NORTE,11,,,Venezuela al 900 0,35,113000,7232000,3229,206629,1,64,SEGUNDO,MONTSERRAT,1
SAN NICOLAS 5000,76,145000,11890000,1908,156447,0,,82,CUARTO,VILLA DEVOTO NORTE,11,,,Moreno al 400 0,35,88000,5632000,2514,160914,2,64,SEGUNDO,MONTSERRAT,1
